;Country;Days;CumConfirmed;CumConfirmed_per_million;CumDeaths;CumRecovered;smoothed_cumulative_testing_count;SmoothedCumTesting_per_thousand;Population;Pop_Density;Land_Area_Kmsq;HealthCapacityScore;RecoveryRate;FatalityRate;Active;Population Interval;Health Capacity Score Interval
35;Chile;224;0.6255952049318924;5.608.874.888.740.510;0.6239679059569903;0.7211032434999645;0.30695330652766256;13.571.951.479.650.800;0.13258114803137516;0.009113347256502754;0.45401291296889534;0.731070496083551;9.399.999.999.999.990;10.344.827.586.206.800;0.033826677518106876;10-50m; less than 10
36;China;288;0.11773493669934813;0.013374647834654167;0.2210663805569809;0.13602188663880113;0.0;0.0;10.0;0.057338143155496485;5.732.603.710.758.140;4.934.725.848.563.960;9.399.999.999.999.990;1.724.137.931.034.480;0.000921051268551076;>1000m;35 to 50
37;Colombia;213;11.807.751.560.327.700;39.770.217.853.028.100;12.984.092.923.450.100;12.532.468.243.443.600;0.30017616380627327;0.4986272308305162;0.3532920083932087;0.01670780330358838;0.6774793154906473;0.9007832898172325;8.7;10.344.827.586.206.800;0.2109950551482262;50-100m; less than 10
38;Comoros;159;0.0006400679975071035;0.12602894861043212;0.0003265382282968699;0.0007680190519503003;0.0;0.0;0.005806127257154378;0.17657110309474083;0.0011357482312400497;0.587467362924282;9.8;0.3448275862068966;9,01E+09;< 1m; less than 10
39;Congo (Brazzaville);201;0.006677956395043748;0.20687131581278437;0.0042916452861874324;0.00616795465894797;0.0;0.0;0.038103207766327286;0.005316119232959939;0.208525207107659;0.39164490861618806;7.5;0.6896551724137931;0.00264830389197082;1-10m; less than 10
40;Congo (Kinshasa);211;0.014165715418512477;0.02646956424341746;0.013108177450202919;0.016353727994627677;0.0;0.0;0.6220253155471961;0.014429466489462693;13.842.994.042.389.900;2.389.033.942.558.740;9.399.999.999.999.990;10.344.827.586.206.800;0.0007814298048587369;50-100m;10 to 20
41;Costa_Rica;215;0.11329073987455185;38.114.819.566.424.700;0.05019359052106171;0.08357602365117844;0.01913038629334062;0.31741417050853904;0.03515752589778051;0.03721283463071957;0.03117751018219661;0.6005221932114883;6.0;0.3448275862068966;0.07587525768041908;1-10m; less than 10
42;Cote d'Ivoire;207;0.026148202950791205;0.1692835919254467;0.005597798199374912;0.03151417018953092;0.014371505347605935;0.046049772482208665;0.1830370935466442;0.03075754699069679;0.19417569988500247;0.09138381201044386;9.8;0.3448275862068966;0.00045489573654600824;10-50m; less than 10
43;Croatia;224;0.02719770715722998;1.135.055.521.851.780;0.015393945048281009;0.028386555413923393;0.03021040999741974;0.6219948378705873;0.028287116831564946;0.026960318967153975;0.03416953509245266;8.276.762.402.088.770;8.5;0.6896551724137931;0.006244682561594459;1-10m;50 to 65
44;Cuba;207;0.00774300881194828;0.11656939119416451;0.005737743154359285;0.00879096187562947;0.05771319648055137;0.43067188524746475;0.07846011725317217;0.039491171444845256;0.06499349784137616;4.164.490.861.618.790;9.3;0.6896551724137931;0.0007071151548289434;10-50m;20 to 35
45;Cyprus;216;0.0028232958837408474;0.40054380451557997;0.0011662079582031068;0.0022913626260665986;0.0;0.0;0.008152826229382588;0.04898424150370229;0.005641493499154204;4.046.997.389.033.940;66.000.000.000.000.000;0.3448275862068966;0.0016011429142782766;1-10m;20 to 35
46;Czechia;221;0.15173498593534793;2.428.071.924.875.650;0.04604189018985865;0.08724315594261882;0.13243647841325212;10.452.761.607.461.600;0.07416886902304241;0.05202202392253654;0.047163471845564624;3.407.310.704.960.830;4.699.999.999.999.990;0.3448275862068966;0.13768928279156453;10-50m;20 to 35
47;Denmark;222;0.042644854254962145;12.614.177.587.384.000;0.031207724961515134;0.0426139496696804;0.35788342106878207;52.223.918.056.851.700;0.040007723392226115;0.05126257831782798;0.02590788263617423;8.798.955.613.577.020;8.2;0.6896551724137931;0.01213805950486626;1-10m;>=65
48;Djibouti;204;0.007045930709400058;12.222.037.055.850.200;0.0028455474180155804;0.008514855852820892;0.0;0.0;0.006628748221314659;0.015568634896525536;0.014153499060168339;0.3524804177545693;9.9;0.3448275862068966;2,70E+10;< 1m; less than 10
49;Dominica;198;3,89E+08;0.09807973679304469;0.0;3,81E+11;0.0;0.0;0.00026440122628670394;0.03569394342130244;0.00045735237913913833;19.843.342.036.553.500;7.5;0.0;1,58E+11;< 1m;10 to 20
50;Dominican_Republic;212;0.15350618624423906;24.249.542.031.863.500;0.10136679572701403;0.14929401752828936;0.043018251217044765;0.335180118672711;0.0751341297763412;0.08467818492500474;0.02950441870176772;0.8485639686684074;7.9;0.6896551724137931;0.05003627906096909;10-50m; less than 10
51;Ecuador;224;0.19198023304176118;1.864.533.604.618.720;0.5707421747446004;0.20332510992272682;0.03327628384446904;0.1594162671115938;0.12234591289011701;0.026200873362445413;0.1516523091196492;42.297.650.130.548.300;8.6;27.586.206.896.551.700;0.017567532875224803;10-50m;20 to 35
52;Egypt;223;0.13593411704951974;0.22704508139337146;0.2834818304800112;0.1553810445598624;0.0;0.0;0.7107704772279554;0.03835200303778241;0.6078384091611163;0.6657963446475196;9.3;20.689.655.172.413.700;0.0020650464871915324;100-500m; less than 10
53;El_Salvador;200;0.039121888900262115;10.332.808.918.532.000;0.0415170033120306;0.04036543108163582;0.0350822185751024;0.4571597118804033;0.04482956662561598;0.11809379153218151;0.01265138043175408;2.885.117.493.472.580;8.4;10.344.827.586.206.800;0.008708325808036703;1-10m;20 to 35
54;Equatorial_Guinea;204;0.006563936184961511;0.8016129728874358;0.003871810421234314;0.007861087568929314;0.0;0.0;0.009512010417887719;0.018226694513005504;0.017127205450565675;0.5221932114882507;9.8;0.6896551724137931;6,76E+10;1-10m; less than 10
55;Eritrea;196;0.0005338218926577462;0.025279689060882748;0.0;0.0005902956349700656;0.0;0.0;0.024404326982519636;0.012530852477691286;0.06167173957366332;0.14360313315926898;9.0;0.0;9,23E+09;1-10m; less than 10
56;Estonia;221;0.00502855040146775;0.6494531500121093;0.0031720856463124504;0.004708083733753184;0.01940185805136896;12.362.211.795.952.700;0.008980845689215573;0.01101196126827416;0.025883457943029282;6.031.331.592.689.290;7.6;0.6896551724137931;0.001907409350764698;1-10m;35 to 50
57;Eswatini;192;0.007402243865907049;10.933.807.729.733.200;0.005317908289406166;0.008484706344583173;0.0;0.0;0.0078249214632651;0.02468198215302829;0.010502007434998718;0.587467362924282;9.399.999.999.999.990;0.6896551724137931;0.0005697456502284162;1-10m; less than 10
58;Ethiopia;205;0.11030677914933149;0.16382242934036348;0.06068946214488967;0.06173349834106298;0.11190724129261141;0.08227529574314839;0.7985164169625611;0.04290867666603379;0.6106167180063541;5.443.864.229.765.010;46.000.000.000.000.000;0.6896551724137931;0.10118052199510964;100-500m;35 to 50
59;Fiji;190;3,89E+08;0.007281228451346655;9,33E+10;4,44E+11;0.0009445006470448101;0.08905333153404711;0.005992635903020632;0.017846971710651225;0.011155367976626057;10.052.219.321.148.800;8.8;20.689.655.172.413.700;2,25E+09;< 1m; less than 10
60;Finland;221;0.01554302772893768;0.4802746427620066;0.016140318141530996;0.01348793789582139;0.10203172400321774;15.564.694.141.618.600;0.03826045892792358;0.006075564837668502;0.1855598893781223;891.644.908.616.188;7.1;10.344.827.586.206.800;0.007095923098299366;1-10m;>=65
61;France;250;1.062.945.634.386.420;2.790.658.614.747.420;1.542.100.107.291.130;0.16879598890942407;0.0;0.0;0.45327617801680525;0.044427567875450914;0.33434718199186914;6.775.456.919.060.050;1.3;13.793.103.448.275.800;15.334.557.798.556.800;50-100m;50 to 65
62;Gabon;199;0.011488831849990866;0.8843319157310392;0.0025190091897187104;0.01332132219240242;0.0;0.0;0.01522836423541917;0.0026580596164799694;0.15733715644913568;18.276.762.402.088.700;9.5;0.3448275862068966;0.0009435708594691953;1-10m;10 to 20
63;Gambia;179;0.004716290507947078;0.3340522590632694;0.0055045015627186635;0.004117788098783119;0.0;0.0;0.016554949013761713;0.08999430415796468;0.006178836748343045;2.545.691.906.005.220;7.1;10.344.827.586.206.800;0.0020898180372014635;1-10m;20 to 35
64;Georgia;221;0.017516354773883667;0.7521158072587008;0.005084666697765545;0.011360017340727686;0.0;0.0;0.027480469022554663;0.020884754129485476;0.042431187548731084;23.237.597.911.227.100;5.300.000.000.000.000;0.3448275862068966;0.014079248242008137;1-10m;10 to 20
65;Germany;245;0.388737653749127;0.7946532103531709;0.4446051219853524;0.4140257416501334;14.826.060.925.818.500;14.956.726.805.984.400;0.5818842625128089;0.09037402696031897;0.2128361654477422;10.0;8.7;10.344.827.586.206.800;0.06661069797670484;50-100m;>=65
66;Ghana;205;0.06087772239447624;0.33518893962625823;0.014274385408406027;0.07359336279204758;0.04127352342790548;0.11226923448191452;0.21565502673299275;0.05126257831782798;0.13893925633770413;0.2349869451697128;9.9;0.3448275862068966;0.0006800916457272004;10-50m; less than 10
67;Greece;223;0.02987588640995707;0.4907086755401131;0.021551523067593413;0.002137441452431931;0.11954581809758927;0.9694177560197856;0.07218228514632506;0.029998101385988227;0.07870796304226407;6.357.702.349.869.450;0.6;0.6896551724137931;0.04785413070100334;10-50m;35 to 50
68;Grenada;195;2,98E+11;0.0486968504156093;0.0;3,81E+11;0.0;0.0;0.0005460470680941961;0.12492880197455858;0.0002069992744034284;35.639.686.684.073.100;9.6;0.0;0.0;< 1m;20 to 35
69;Guatemala;209;0.12839193928942086;12.277.769.087.420.400;0.16000373186546624;0.14029994317611105;0.0;0.0;0.12423930497473913;0.06265426238845642;0.06543314231798521;0.39164490861618806;8.9;10.344.827.586.206.800;0.016319947538361;10-50m; less than 10
70;Guinea;200;0.014493523522498908;0.18855574360636423;0.0032653822829686987;0.016426721540887416;0.0;0.0;0.09100921572888608;0.01936586292006835;0.15004027937208267;0.026109660574412524;9.3;0.3448275862068966;0.0017227487052361204;10-50m; less than 10
71;Guinea-Bissau;194;0.0030927981984806806;0.26895477145361446;0.001912581051453095;0.0028277065094533785;0.0;0.0;0.013437668630254248;0.025821150560091134;0.017169948663569332;0.2088772845953003;7.5;0.6896551724137931;0.001272356886873736;1-10m; less than 10
72;Guyana;207;0.00464761924505664;10.127.451.289.324.000;0.0049447217427811725;0.003946411946695035;0.0;0.0;0.005229113528554077;0.0007594456047085627;0.12019941052224331;0.39164490861618806;68.999.999.999.999.900;10.344.827.586.206.800;0.002240699296352862;< 1m; less than 10
73;Haiti;200;0.011539363534004584;0.1728577099339792;0.010775761533796707;0.011396514113857555;0.0;0.0;0.07898754402731162;0.15644579456996394;0.01682800295954007;0.14360313315926898;8.100.000.000.000.000;10.344.827.586.206.800;0.003364426883167011;10-50m; less than 10
75;Honduras;210;0.11072398946349603;191.557.983.020.716;0.11816019032513878;0.05234906719801737;0.0;0.0;0.068580182332906;0.033035883804822475;0.06832136228237523;0.3002610966057441;39.000.000.000.000.000;10.344.827.586.206.800;0.1124493252905365;1-10m; less than 10
76;Hungary;217;0.051645972430431474;0.9157796326068304;0.04646172505481177;0.01864985106936339;0.06939151391327818;0.6071346625949624;0.06688312318357252;0.03987089424719954;0.055278576142973365;5.339.425.587.467.360;2.9;0.6896551724137931;0.061055114897204825;1-10m;35 to 50
77;Iceland;223;0.004565991140111403;22.941.801.751.161.900;0.0004664831832812427;0.003965453741371488;0.012512942545984396;30.993.260.729.507.800;0.00213516409545709;0.0003797228023542813;0.06121377657719556;66.449.086.161.879.900;7.1;0.0;0.0022879904372809126;< 1m;50 to 65
78;India;224;9.379.959.393.257;1.164.425.460.001.820;515.865.093.063.395;10.0;7.337.005.337.377.280;0.44937606519598144;958.785.653.073.235;0.17543193468767798;18.154.807.246.733.100;37.728.459.530.026.100;8.7;0.6896551724137931;18.620.886.740.419.800;>1000m;20 to 35
79;Indonesia;219;0.44133595407058623;0.2759259867872244;0.5610393245323506;0.4178023642609634;0.19620553257958057;0.060630056723183945;19.001.710.110.724.700;0.05657869755078792;1.106.175.423.397.470;36.422.976.501.305.400;7.7;13.793.103.448.275.800;0.14704842477713487;100-500m;20 to 35
80;Iran;236;0.6587090061713439;13.436.176.806.505.900;13.560.666.137.985.700;0.6535143932958919;0.36044635863242247;0.3627182269310131;0.5833364161615411;0.01898614011771407;0.9944202399127697;4.112.271.540.469.970;8.100.000.000.000.000;20.689.655.172.413.700;0.15195769559728486;50-100m;20 to 35
81;Iraq;228;0.5303961036184572;2.259.651.130.415.050;0.46508373373139894;0.5461948384993986;0.20855019728102597;0.43824118632411857;0.27922493957428013;0.0345547750142396;0.2652027075505092;0.6657963446475196;8.4;0.6896551724137931;0.12426085072709003;10-50m; less than 10
82;Ireland;221;0.056166614623351076;19.491.899.438.909.700;0.08522647758548303;0.037074374235055406;0.11065703589465412;18.941.673.180.712.600;0.03407135134758072;0.026580596164799696;0.042064817151556876;818.537.859.007.833;5.4;13.793.103.448.275.800;0.040893325148212686;1-10m;50 to 65
83;Israel;220;0.3589356213388823;7.107.526.155.426.780;0.08382702803563931;0.335448189101524;0.33157878933659596;32.379.071.842.312.800;0.05990179135877944;0.15112967533700397;0.013213148374087868;5.483.028.720.626.630;7.6;0.3448275862068966;0.1437448007894468;1-10m;35 to 50
84;Italy;235;0.4658852827118152;13.201.390.024.746.200;16.889.023.650.697.300;0.3817879832628972;10.435.004.002.373.000;1.458.756.925.854.630;0.4198452119281089;0.0774634516802734;0.1796063704240414;57.441.253.263.707.500;6.7;3.448.275.862.068.960;0.1863788903156301;50-100m;35 to 50
85;Jamaica;212;0.01012058932900402;0.585338051096078;0.006810654475906143;0.005136524113973393;0.007077568167375084;0.20201923978948352;0.020338057759311155;0.10290487943801026;0.006612375051665859;0.6135770234986946;4.1;0.6896551724137931;0.009973926817635002;1-10m; less than 10
86;Japan;258;0.11680722680822447;0.15766096520897668;0.07627000046648318;0.13021889971115186;0.19228309150817205;0.12849995131678085;0.8785063720087597;0.13100436681222707;0.222602989619078;8.237.597.911.227.150;9.1;0.6896551724137931;0.014534143978554145;100-500m;50 to 65
87;Jordan;214;0.04276664857027726;0.71785891001292;0.013154825768531043;0.010417448504243226;0.0;0.0;0.07065430938269422;0.04290867666603379;0.05420999581788192;48.172.323.759.791.100;2.0;0.3448275862068966;0.058913501800891686;10-50m;35 to 50
88;Kazakhstan;210;0.14100801639817928;1.286.608.238.203.390;0.08144796380090497;0.16509394666107685;0.25984045940511474;11.696.580.590.389.200;0.13022238755530163;0.0018986140117714066;16.484.829.914.680.200;5.522.193.211.488.250;9.6;0.6896551724137931;0.006852711516383678;10-50m;35 to 50
89;Kenya;205;0.053922489579459776;0.17125200072601385;0.036245743340952555;0.05077811913720994;0.04893247505033487;0.07691627905144523;0.3733602733784313;0.034934497816593885;0.3475261357955541;2.637.075.718.015.660;7.7;0.6896551724137931;0.0199095703307092;50-100m;20 to 35
90;Korea, South;258;0.03237396555812245;0.10759798869549991;0.020478611746046555;0.03662689206015874;0.19987596932987803;0.3295154208672139;0.35597592922640264;0.19935447123599773;0.059369712244752036;9.490.861.618.798.950;9.200.000.000.000.000;0.6896551724137931;0.003301372028596277;50-100m;>=65
92;Kuwait;232;0.14606895890478405;58.622.452.934.675.800;0.03134766991649951;0.16583498983723552;0.065724046772002;13.007.981.781.982.900;0.029435627679287906;0.09037402696031897;0.010880590178745401;5.143.603.133.159.260;9.3;0.3448275862068966;0.017015802897730883;1-10m;35 to 50
93;Kyrgyzstan;208;0.06504205143088884;17.082.539.241.208.300;0.05103326025096795;0.07122265935482909;0.0;0.0;0.045093516240295575;0.012151129675337003;0.11711579301269372;21.801.566.579.634.400;8.9;0.6896551724137931;0.009507771285629935;1-10m;10 to 20
94;Laos;165;2,72E+09;5,54E+10;0.0;3,33E+10;0.0;0.0;0.05031390324302608;0.011391684070628441;0.14092986882901734;26.762.402.088.772.800;9.1;0.0;2,25E+09;1-10m;20 to 35
95;Latvia;217;0.0036771517751521456;0.3337503764825173;0.001912581051453095;0.002102531495525099;0.03039271099567031;13.619.266.897.303.900;0.012869311948768733;0.01063223846591988;0.037979787223064436;4.908.616.187.989.550;4.699.999.999.999.990;0.3448275862068966;0.003317135742238961;1-10m;35 to 50
96;Lebanon;228;0.07417014665849521;18.620.645.913.558.700;0.02327751084573401;0.039930643436523465;0.0;0.0;0.04718656234248634;0.25251566356559707;0.0062460046544916496;48.172.323.759.791.100;4.4;0.3448275862068966;0.07112137203760412;1-10m;35 to 50
97;Lesotho;116;0.002372397780233819;0.18938408584140579;0.0019592293697812194;0.001524930390339336;0.0;0.0;0.01464832123511578;0.026200873362445413;0.018537731479686383;0.2872062663185379;5.2;0.6896551724137931;0.0018668740871120833;1-10m; less than 10
98;Liberia;194;0.0017750873615075544;0.05960014481236816;0.00382516210290619;0.0019898675436894144;0.0;0.0;0.034904366326575446;0.01936586292006835;0.05881405047570449;0.14360313315926898;9.1;20.689.655.172.413.700;7,88E+10;1-10m; less than 10
99;Libya;172;0.0342527076560684;0.8538720101277734;0.019498997061155945;0.022543898080698174;0.016012296821000548;0.19696397291881332;0.04750510137865942;0.0007594456047085627;1.074.405.003.789.180;21.148.825.065.274.100;5.4;0.6896551724137931;0.02660014079248242;1-10m;10 to 20
100;Liechtenstein;211;0.00022285768334255425;10.128.832.876.523.300;4,66E+10;0.00020787292521795317;0.0;0.0;2,92E+11;0.0896145813556104;9,71E+10;3.263.707.571.801.560;7.5;0.3448275862068966;9,23E+09;< 1m;20 to 35
101;Lithuania;214;0.008425834388236225;0.5300476532205158;0.005084666697765545;0.004606527495478764;0.07095278585621417;22.029.609.297.731.400;0.018678364259563023;0.015568634896525536;0.03826921983683206;37.597.911.227.154.000;4.5;0.6896551724137931;0.007863841148607232;1-10m;20 to 35
102;Luxembourg;214;0.012594050477265277;34.486.290.482.621.900;0.006157578019312404;0.012535848161998703;0.07406064667525873;10.0;0.004113466110087089;0.09113347256502753;0.0015808882638067144;6.462.140.992.167.100;8.100.000.000.000.000;0.3448275862068966;0.003803558906070336;< 1m;50 to 65
103;Madagascar;204;0.02166902265244696;0.13350143956595215;0.011055651443765451;0.025517591682671033;0.006204008180282984;0.018936729907905573;0.1921578693553556;0.017467248908296942;0.3552534980892868;0.013054830287206262;9.6;0.3448275862068966;0.0009165473503674522;10-50m; less than 10
104;Malawi;185;0.007543473444304366;0.06696768279262992;0.008396697299062368;0.00739297678313316;0.00464380859616023;0.020517859072033354;0.13267668820382736;0.07632428327321056;0.057568391125312174;24.151.436.031.331.500;8.0;10.344.827.586.206.800;0.002215927746342931;10-50m;10 to 20
105;Malaysia;253;0.021868558020090877;0.11518166561599319;0.007603675887484256;0.018045274088385983;0.14585812131974704;0.38090192696652586;0.2246390337034581;0.03683311182836529;0.2006177127019823;3.407.310.704.960.830;6.7;0.3448275862068966;0.012034469386642911;10-50m;20 to 35
106;Maldives;214;0.014240865102430314;4.516.004.404.960.720;0.0016326911414843493;0.015603163921130791;0.014206774536064582;2.221.447.264.081.520;0.003519881709441228;0.6835010442377065;0.0001825745812584811;28.459.530.026.109.600;8.9;0.0;0.0025312020191966002;< 1m;20 to 35
107;Mali;202;0.004340542088357888;0.036114774139978184;0.006157578019312404;0.004046381368746417;0.0;0.0;0.14046442466214998;0.00569584203531422;0.7450685475960027;0.0;7.6;13.793.103.448.275.800;0.001506560632422176;10-50m; less than 10
108;Malta;199;0.003857251879713861;14.977.571.270.440.600;0.0014460978681718523;0.0037417126539231573;0.02059176388836646;39.417.775.890.487.100;0.0028320355445848365;0.5232580216441998;0.00019478692783095474;3.120.104.438.642.290;7.9;0.3448275862068966;0.001326403905077222;< 1m;20 to 35
109;Mauritania;155;0.009808329435483348;0.3610303930700974;0.007603675887484256;0.011605973855298546;0.0;0.0;0.03206947520705949;0.0011391684070628442;0.6293626699951012;0.07832898172323761;9.7;0.6896551724137931;0.00021168415463032066;1-10m; less than 10
110;Mauritius;208;0.0005247521032193865;0.07042850252672261;0.0004664831832812427;0.0005728406565166497;0.0;0.0;0.00860033164480501;0.23694702866907158;0.001238942559777452;4.908.616.187.989.550;8.9;0.6896551724137931;7,88E+10;1-10m;35 to 50
111;Mexico;204;0.9695773348553303;12.883.522.720.334.200;3.642.207.398.423.280;0.9991070985112966;0.138903461970197;0.09105868972104987;0.8955723716649998;0.024302259350674007;11.870.089.453.606.700;66.187.989.556.135.700;8.4;3.448.275.862.068.960;0.09144305088211489;100-500m;50 to 65
112;Moldova;215;0.0834705678854304;35.462.385.955.395.200;0.07062555394878015;0.07227154487825709;0.0;0.0;0.02779170584643429;0.04594645908486804;0.020058168627959352;4.856.396.866.840.730;7.1;0.6896551724137931;0.03910301767022221;1-10m;35 to 50
113;Monaco;209;0.00031873831454807183;14.029.163.370.941.000;9,33E+10;0.0003443391203992049;0.0;0.0;3,69E+09;9.999.999.999.999.990;0.0;7.297.650.130.548.300;8.8;0.3448275862068966;6,31E+10;< 1m;50 to 65
114;Mongolia;207;0.0004120275773426294;0.02103207391586984;0.0;0.0004934998453647591;0.0;0.0;0.022541387415958597;0.0;0.9486300464392798;29.503.916.449.086.100;9.7;0.0;1,80E+11;1-10m;20 to 35
115;Montenegro;209;0.018734297927034838;5.112.925.699.783.770;0.010122685077202966;0.016187112291208706;0.0;0.0;0.0041279732644816935;0.017087526105942663;0.008212192452659908;21.409.921.671.018.200;7.1;0.6896551724137931;0.009102418649103789;< 1m;10 to 20
116;Morocco;213;0.1992231077503942;0.9245348035532304;0.12296496711293557;0.2054895272509504;0.23903793576537713;0.5473785402487512;0.2562140567315682;0.03075754699069679;0.2725179031474209;26.109.660.574.412.500;8.4;0.6896551724137931;0.04870086731952462;10-50m;20 to 35
117;Mozambique;195;0.013068270896470944;0.07103546513532903;0.0033586789196249473;0.01198046248393547;0.012802479425558832;0.03462103730710299;0.21692297842899044;0.014429466489462693;0.4801766442657629;22.976.501.305.483.000;7.5;0.3448275862068966;0.005551079161316388;10-50m;10 to 20
118;Namibia;198;0.015531366571088362;10.472.679.488.612.100;0.00601763306432803;0.015730109218973817;0.009133444990632534;0.3038209790615444;0.017418131648111505;0.0003797228023542813;0.5027145298652631;0.9399477806788512;8.299.999.999.999.990;0.3448275862068966;0.004382312392666;1-10m; less than 10
119;Nepal;185;0.14946494720734704;0.8786534106934756;0.03092783505154639;0.12500938205091872;0.09957189786392724;0.28884601387972003;0.20220303159298675;0.07632428327321056;0.08753138344087628;0.3655352480417755;6.800.000.000.000.000;0.3448275862068966;0.08087685882333336;10-50m; less than 10
120;Netherlands;224;0.22530911785932237;2.253.255.688.311.440;0.30899846060549513;0.007554832037883016;0.23451588113908922;11.568.124.731.113.600;0.11881512997126718;0.19213973799126638;0.020589405703861953;8.590.078.328.981.720;0.3;13.793.103.448.275.800;0.3659613680921718;10-50m;>=65
121;New _Zealand;210;0.002422929464247538;0.08556956476648221;0.0011662079582031068;0.0028689637312523616;0.08296815391285584;14.542.357.137.237.000;0.033268504023941055;0.006075564837668502;0.16078103818257325;5.900.783.289.817.230;9.7;0.3448275862068966;8,56E+10;1-10m;35 to 50
122;Nicaragua;179;0.0069332061835233015;0.17881511355540874;0.007183841022531137;0.00670429854233475;0.0;0.0;0.04579079761380516;0.020125308524776914;0.07348107870924535;5.966.057.441.253.260;7.9;10.344.827.586.206.800;0.002191156196333;1-10m;35 to 50
123;Niger;203;0.0015587080991924;0.010408975559806194;0.0032187339646405745;0.0017835814346944992;0.0;0.0;0.16794888871045985;0.006455287640022783;0.7734683595502903;21.671.018.276.762.400;9.3;20.689.655.172.413.700;2,48E+10;10-50m;10 to 20
124;Nigeria;208;0.07858713411497642;0.06470197870518432;0.05205952325418668;0.08252396449530437;0.04605475893043922;0.018883594954361708;14.319.954.991.414.500;0.08505790772735902;0.5561313337732628;0.3002610966057441;8.6;0.6896551724137931;0.016961755879527397;100-500m; less than 10
125;North_Macedonia;216;0.028030832101353598;23.057.876.820.854.100;0.03773848952745253;0.026326867956420315;0.0;0.0;0.01423926533713576;0.03075754699069679;0.015399158410560653;5.443.864.229.765.010;7.7;13.793.103.448.275.800;0.00953704675382349;1-10m;35 to 50
126;Norway;221;0.019152803925404867;0.6050073560447603;0.012828287540234174;0.0177564735357931;0.09152013295929458;14.268.867.257.402.800;0.03743033426321437;0.004936396430605658;0.22303835977438669;7.258.485.639.686.680;7.6;0.6896551724137931;0.0074720002666319564;1-10m;50 to 65
127;Oman;226;0.13964106956139793;4.686.616.882.286.320;0.04949386574613985;0.1490147378730347;0.0;0.0;0.035244429866730556;0.005316119232959939;0.18898545259170116;34.464.751.958.224.500;8.7;0.3448275862068966;0.02883858812974347;1-10m;20 to 35
128;Pakistan;220;0.416194497747453;0.3223147092530917;0.3085319774222139;0.48460574043463217;0.3253152239976085;0.12447877667872656;15.344.957.081.942.000;0.1082209986709702;0.47071207567209583;0.3785900783289818;9.5;0.6896551724137931;0.020736039317404177;100-500m; less than 10
